,Date,User_ID,Tweet_ID,Location,Tweets,Favorite Count,Retweet Count,Source
57,2022-04-27,63264815,1519465492771221505,"East Midlands, England",my time and space bending #scifi #sciencefiction #timetravel #thriller #Tempo is currently #free #ebook   #Kindle #kindlebooks #KindleUnlimited #kindlefree #KPD #freebook #KindleBargain #FreeKindleReads #FreeDownload https://t.co/3KeiQ0SO1y https://t.co/VXNE9nukaR,0,0,https://amzn.to/3Ewv42Q
59,2022-04-27,45804349,1519465442158469120,New York,"RT @chariss_walker: https://t.co/0UvhyJ8aNw  
https://t.co/xUOMSFOnJj  

All hell breaks loose in New Orleans in this dark, rated R superna…",0,10,http://getbook.at/awcomplete
60,2022-04-27,843260854204215296,1519465439415267328,"California, USA",#RT #AskAboutVitamins Please #Bookmark our #Amazon store Always 10%off two bottles #ASTEnzymes #Holistic #Wellness #Enzymes #Serracor #Excellacor #Floracor #Digest  https://t.co/J3CiFZqhzN,1,0,https://amzn.to/2Lq0PSz
61,2022-04-27,2150122850,1519465438287208453,USA,"⚡️   LIGHTNING DEAL   ⚡️

👀 Wireless Rechargeable Battery Powered WiFi Camera, Home Security Camera

💰  Only 49.99 $  instead of 59.96 $  (- 16%) 
⚡️ Requested Percentage: 68%
🕙 Deal ends at: 8:15 pm

🔎 https://t.co/AfTg5KnipO https://t.co/eo4qrPflK0",0,0,https://amzn.to/3KpogFQ
62,2022-04-27,998163909868769285,1519465424047558656,West Coast Florida,"RT @tonyfasousa: Fire HD 10 Tablet with Alexa Hands-Free, 10.1"" 1080p 
Full HD Display, 32 GB, Punch Red - with Special Offers
by Amazon
ht…",0,1,
64,2022-04-27,1239850476,1519465387854909441,USA,"Today's #RTX3060 GPU Deal https://t.co/XxwakOsJHP

ASUS Dual NVIDIA GeForce RTX 3060 V2 OC Edition 12GB GDDR6 Gaming Graphics Card (PCIe 4.0, 12GB GDDR6 Memory, HDMI 2.1, DisplayPort 1.4a, 2-Slot Design, Axial-tech Fan Design, for $409.99

#Ad #graphicscards #gaming #GPU https://t.co/aiS8hPaIDg",1,0,https://amzn.to/3usnraI
65,2022-04-27,1472009099957215240,1519465386919403521,,@zapata_eder @horologyhistory Try checking on Amazon https://t.co/VmAT0REdPd,2,0,https://amzn.to/3LpFSTw
66,2022-04-27,1519106538664722433,1519465361137012736,,"@wbpictures @Florence_Pugh @Harry_Styles @oliviawilde Harry Styles butterfly ring https://t.co/kSxRssKkI2

#harrystyles #ring",0,0,https://amzn.to/3OCOk3X
67,2022-04-27,408523455,1519465351435665409,"Sevierville, TN","One For the Money by Skye Warren is releasing May 10, 2022!
 
Amazon: https://t.co/QAgLdAp4SN
Apple Books: https://t.co/QLUxw7VgJv
Nook: https://t.co/CnslxOroYh
Kobo: https://t.co/GOGwYyR9WA
Google Play: https://t.co/rn7nmkpfwS

@dangerouspress @valentine_pr_ https://t.co/npY8qXFoM9",0,0,https://amzn.to/3La1mmT
68,2022-04-27,346900343,1519465340622704642,Central Washington State,"RT @JMDReid: Nyssa Glass and the House of Mirrors by @hlburkewriter A creative #steampunk novella! #IARTG #IndieBooksBeSeen
https://t.co/Jd…",0,1,
69,2022-04-27,276189775,1519465331617632257,,RT @PrincessLisssa: My @amazon wishlist has some items that are needed for the last few weeks of preschool. We are also having an end of th…,0,5,
70,2022-04-27,964294737434902529,1519465311367405568,𝓓𝓲𝓼𝓬𝓸𝓿𝓮𝓻 𝓗𝓸𝔀 𝓣𝓸 𝓐𝓬𝓽𝓲𝓿𝓪𝓽𝓮 𝓣𝓱𝓮 𝓐𝓫𝓾𝓷𝓭𝓪𝓷𝓬𝓮 𝓢𝔀𝓲𝓽𝓬𝓱 ➔,$AAPL $AMZN  which one shall I buy before ER? Apple or amazon? 🌟,0,0,
72,2022-04-27,718900487840354304,1519465259383197696,Sint Maarten,FOYUEE Raised Planter Box with Legs Outdoor Elevated Garden Bed On Wheels for Vegetables Flower Herb Patio @ https://t.co/1GDehIm6eO https://t.co/ToI6YAZweK,0,0,https://amzn.to/3q2rsjw
73,2022-04-27,2935356488,1519465206350495744,"Phoenix, AZ",Dark surprise waits for you . . . The Bullhead Murders. 99 cents today.  https://t.co/cPGNP1IB1U #kindleunlimited #thriller #mystery #crimefiction #IARTG https://t.co/j2JCI3Bk1K,0,2,https://amzn.to/2Q6FK2Y
74,2022-04-27,722473598,1519465205125853184,"Scottsdale, AZ",Dark surprise waits for you . . . The Bullhead Murders. 99 cents today.  https://t.co/r4Qly5wCxY #kindleunlimited #thriller #mystery #crimefiction #IARTG https://t.co/hCZ1kD62CV,2,5,https://amzn.to/2Q6FK2Y
75,2022-04-27,1472070137964478465,1519465175908335619,"Redlands, CA","Vote Cohen for Assembly 2022

Protecting Liberty and Freedom for California.

Pick up a copy of Rodgir's new book called ""Choosing Liberty in California Policy Reform."" https://t.co/ZrRSKWDhaT: https://t.co/u1CSIZG4qp  

#AD50 #LIBERTY #veteran
https://t.co/O6xx8yM1in. https://t.co/77bQJMasz2",1,0,http://Amazon.com
76,2022-04-27,1510494981336748035,1519465172259192833,"Dallas, TX","RT @robkhenderson: ""We are not built to be happy. Evolution doesn't want us to be in constant bliss...Some degree of unsettledness, anxiety…",0,75,
77,2022-04-27,346778078,1519465164851933184,"Toronto, Canada","RT @joycetstrand DANGEROUS DELAYS: AN EMILY LAZZARO #MYSTERY ""This novel did the thing I love best about #mysteries - it kept me guessing until the resolution""  Book/Kindle https://t.co/ARjpOXXgKW Barnes Noble Nook https://t.co/sdKWrrsHAK",0,0,http://amzn.to/3EnI0rm
78,2022-04-27,1285309620232302598,1519465159768563712,,"RT @atownandr: 3 Ebooks.
https://t.co/YxK75g3jtM Dating #Slangification

https://t.co/j0kP5EZzzQ   Berrythorn on Vella! (Children's MG) #al…",0,7,https://amzn.com/dp/B09PGRMTLT
79,2022-04-27,995961869809733632,1519465142815178754,"Wales, United Kingdom","Check out this book I finished reading, ""Just a dream to... JUSTIN CREDIBLE!"" by Kenny Casanova, PJ…: https://t.co/kaTSwU1TNu

Brilliant read @PJPOLACO &amp; @KennyCasanova 👏🏼 https://t.co/XVVddS789D",2,0,https://amzn.eu/5lihwjF
80,2022-04-27,702366864345849857,1519465142513455104,"New South Wales, Australia","RT @DebKlaWriter: Amazon 5-star Review: “Steamy and interesting”        
An erotic vampyr love story!
https://t.co/0Jk2brldZv
https://t.co/…",0,1,https://amzn.to/3GUOajX
81,2022-04-27,1049502531074883585,1519465135131222016,USA,"RT @Beautibar1: @SmithAnnyona @HeatherFidler2 Tattoo Goo Aftercare Kit
Shop: https://t.co/jozE3iEV35 https://t.co/F1f24AkifP",0,1,http://amzn.to/3EX8iSA
82,2022-04-27,2916346925,1519465128349081600,,"RT @lindsayromantic: THE SNOW BRIDE: 🇺🇸USA https://t.co/JOWhMMWXX6 🇬🇧UK https://t.co/bhTSwXCXCC
#ChapterOne https://t.co/SVo17uynDe 
#Freer…",0,213,https://amzn.to/2MZZan0
84,2022-04-27,2916060566,1519465093829996548,"Northern California, USA","“It’s like the club is a drug. I’ve become so addicted; almost blind to anything else and tonight I only want more.”
Audible - https://t.co/4raYC6da4n

Ebook: https://t.co/dtWair3edR https://t.co/qvMDmQEgcW",2,0,https://adbl.co/3DjVUes
85,2022-04-27,859965179232178176,1519465083436417029,https://twitter.com/jkgordon4,"RT @AuthorTirrell: The mages of yore were arrogant and their Great Beholding tempted heaven's wrath. Now, cracks form in their prison walls…",0,23,
86,2022-04-27,844683496853553152,1519465081427447808,"New York, NY",$AAPL $AMZN  which one shall I buy before ER? Apple or amazon?,0,0,
87,2022-04-27,859965179232178176,1519465075295367168,https://twitter.com/jkgordon4,"RT @EmilyAmazon: COOrun Women's Spaghetti Strap Low-Cut Back Jumpsuits Bodysuits Royal Blue S https://t.co/zoqcetM6ht via @amazon 
#FoundIt…",0,62,https://amzn.to/3Mwz46J
88,2022-04-27,702366864345849857,1519465066537820161,"New South Wales, Australia","RT @DebKlaWriter: April Sexy Fest on Bookfunnel! Hot Reads for Every Taste!
https://t.co/5Zzfp9dlbV
One Evening in Nuremberg: ""Ah, so you l…",0,1,https://books.bookfunnel.com/aprilsexyfest_april2022/rdg5zk8jod
89,2022-04-27,859965179232178176,1519465061575757824,https://twitter.com/jkgordon4,"RT @HarryOxford6: #BookRecommendation #BookReview
Many thanks to this Amazon reviewer for leaving such a lovely ⭐️⭐️⭐️⭐️⭐️review for my nov…",0,5368,
90,2022-04-27,1155814448063553537,1519465050024644609,"Curitiba, Brasil",Children's baby fence Foldable Security Game Playpen Indoor Playground Children's Ball Pool Game Area Best Gift LATT LIV https://t.co/rxn7e75jDo via @amazon,0,0,https://amzn.to/3Mzk8ou
92,2022-04-27,408523455,1519464993619595267,"Sevierville, TN","Finding Monica by Susan Stoker is releasing May 10, 2022!

Amazon: https://t.co/2CC2SzePJ9  
Apple Books: https://t.co/IREpu1ZVLE 
Nook: https://t.co/6FUAreh6vY 
Kobo: https://t.co/n1AH00owGD

@valentine_pr_ https://t.co/2dwdG0fPRB",0,0,https://amzn.to/3uzWuQ8
93,2022-04-27,859965179232178176,1519464981405876225,https://twitter.com/jkgordon4,"RT @devin_salesman: Three zombies walked into a bar! Yeah, that’s it - it was a metal bar and they got stuck.  Sorry, were you hoping for s…",0,47,
94,2022-04-27,180800163,1519464968718065667,MI,RT @busymom_74: I need a good amount of these books for next school year. I was going to do a DC but amazon only allows me to do four at a…,0,29,
95,2022-04-27,702366864345849857,1519464924854255616,"New South Wales, Australia","RT @Callie_Carmen: Reading relaxes me. I hope it does for you too.❤️
The Risking Love #BoxSet is reduced by 50% for your pleasure https://t…",0,1,
96,2022-04-27,469958176,1519464884073033728,"Canberra, Australia",RT @kcsowriter: Reviews: 'it’s easy to get sucked into the action of this story' 'loved the way there was a raw real feeling to everyone' '…,0,2,
97,2022-04-27,944446986371125248,1519464880860012549,,"RT @whitewimpacad: Goddess wants new lingerie and shoes. Snap Snap ⬇️ 

https://t.co/jwb7ywqom9 https://t.co/XqxcsYSjGa",0,2,https://amzn.to/2RYQyBX
98,2022-04-27,469958176,1519464849595858944,"Canberra, Australia","RT @kcsowriter: Reviews: ""Definitely a must-read"" ""Surely one of the great crime fiction stories of all time"" ""I can't recommend Across The…",0,2,
100,2022-04-27,1436699714372599808,1519196302776877056,India,"*Cello Oxford Non Stick Induction Compatible Kadai with Glass lid @ 829*

https://t.co/8ZMdmI5o88

.",0,0,https://amzn.to/3OyCAiR
101,2022-04-27,1355155191016923139,1519196292735549441,,"RT @stephanieoram1: Morning #earlybiz  If you fancy a funny, slightly fruity read. The Wax Whips and My Hairy Bits series of books are come…",0,8,
102,2022-04-27,1385286231811051520,1519196275131895808,"England, United Kingdom","£7.49  &gt;&gt;&gt; FROM £14.99
.
CODE- BORICALAT 
.
https://t.co/pYeCPxSqlK",0,0,https://amzn.to/39ktvKl
103,2022-04-27,2166833053,1519196265434980353,Delhi,RT @IqooInd: We put the PERF in performance with Snapdragon 778G 5G! Say bye-bye to lags and experience power like never before with the ne…,0,191,
105,2022-04-27,1218160232179761152,1519196243188404226,,"iQOO Z6 PRO comes with Snapdragon 778G 5G - 6nm Processor which increases your CPU performance by 40% and GPU performance by 40%.

Watch Now  - https://t.co/09ZZX0Io4u
Know More: Know More: https://t.co/CAstL973zP
#iQOO #AmazonSpecials #iQOOZ6Pro5G https://t.co/lgLBOLIuAa",406,186,https://bit.ly/3ODGfM3
106,2022-04-27,763973960,1519196242131177473,"Scarborough, N Yorkshire, UK","RT @jillesteeples: ‘Perfect afternoon reading, the sort of book to curl up with and forget about the world for a while.’

Head to Primrose…",0,5,
109,2022-04-27,828615194771353600,1519196194517536768,"Denver, CO","#cryptoprices
Live Crypto Prices (24h change)

BTC: $38,472.00 (-5.24%)
ETH: $2,851.63 (-5.17%)
MATIC: $1.27 (-6.24%)
TRX: $0.0629 (-3.49%)
EOS: $2.24 (-5.60%)
HOT: $0.0044 (-7.28%)
MIOTA: $0.6105 (-6.91%)

Powered by CoinGecko API
$BTC $ETH $MATIC $TRX … https://t.co/ku5zGiM6lQ",0,0,https://amzn.to/3Mdqbin
